wsif_year,school_organization_id,school_name,student_group,school_level,regular_attendance_numerator,regular_attendance_denominator,regular_attendance_rate
2017,"101,690",Bainbridge High School,All Students,High,3471,3856,0.900155601659751
2017,"101,071",Ballard High School,All Students,High,4542,5261,0.86333396692644
2017,"102,056",Ballou Jr High,All Students,High,2065,2501,0.825669732107157
2017,"104,221",Bates Technical High School,All Students,High,,856,
2017,"100,634",Battle Ground High School,All Students,High,5477,6537,0.837846106776809
2017,"101,477",Beaver Lake Middle School,All Students,Middle,,2609,
2017,"101,357",Bellevue High School,All Students,High,4424,4887,0.905258850010231
2017,"103,061",Bellingham High School,All Students,High,2566,3222,0.796399751707014
2017,"102,293",Bethel High School,All Students,High,3800,5015,0.757726819541376
2017,"102,295",Bethel Middle School,All Students,Middle,1690,2020,0.836633663366337
2017,"101,792",Bickleton Elementary & High Schl,All Students,High,,274,
2017,"103,090",Blaine High School,All Students,High,1739,2073,0.838880849011095
2017,"103,091",Blaine Middle School,All Students,Middle,1269,1449,0.875776397515528
2017,"100,967",Blue Heron Middle School,All Students,Middle,932,1161,0.80275624461671
2017,"104,138",Bonney Lake High School,All Students,High,3295,4171,0.789978422440662
2017,"101,629",Bothell High School,All Students,High,4470,5018,0.890793144679155
2017,"102,793",Bowdish Middle School,All Students,Middle,1150,1519,0.75707702435813
2017,"101,674",Bremerton High School,All Students,High,2782,3765,0.738911022576361
2017,"101,956",Brewster High School,All Students,High,609,737,0.826322930800543
2017,"101,958",Brewster Middle School,All Students,Middle,574,638,0.899686520376176
2017,"103,844",Bridgeport Aurora High School,All Students,High,45,61,0.737704918032787
2017,"100,721",Bridgeport High School,All Students,High,475,663,0.716440422322775
